id,name,price,trim,submodel
id,name,price,trim,submodel
401722513,6.2L V8 Supercharger 8-speed Automatic,"$83,295",SRT Demon,srt-demon
200741087,1.5L 3-cyl. Turbo 6-speed Manual,"$24,100",Base,hatchback
401613297,2.0L 4-cyl. Turbo 6-speed Manual,"$27,650",S,hatchback
200705425,0.9L 3-cyl. Turbo 5-speed Manual,"$14,650",pure,hatchback
401581301,0.9L 3-cyl. Turbo 5-speed Manual,"$16,140",passion,hatchback
401581302,0.9L 3-cyl. Turbo 5-speed Manual,"$17,490",prime,hatchback
401581303,0.9L 3-cyl. Turbo 5-speed Manual,"$18,480",proxy,hatchback
401612066,0-cyl. Electric 1-speed Direct Drive,"$25,000",electric drive coupe,hatchback
401700928,0.9L 3-cyl. Turbo 5-speed Manual,"$14,650",pure,hatchback
401700925,0.9L 3-cyl. Turbo 5-speed Manual,"$16,140",passion,hatchback
401700927,0.9L 3-cyl. Turbo 5-speed Manual,"$17,490",prime,hatchback
401700926,0.9L 3-cyl. Turbo 5-speed Manual,"$18,480",proxy,hatchback
401700929,0.9L 3-cyl. Turbo 5-speed Manual,"$18,900",passion,convertible
401700931,0.9L 3-cyl. Turbo 5-speed Manual,"$19,900",prime,convertible
401700930,0.9L 3-cyl. Turbo 5-speed Manual,"$20,900",proxy,convertible
401612066,0-cyl. Electric 1-speed Direct Drive,"$25,000",electric drive coupe,electric
401626238,4.8L V8 FFV 6-speed Automatic,"$30,595",2500,van
401626241,4.8L V8 FFV 6-speed Automatic,"$32,455",2500,van
401626239,4.8L V8 FFV 6-speed Automatic,"$33,915",3500,van
401626240,4.8L V8 FFV 6-speed Automatic,"$34,800",3500,van
401626242,6.6L V8 Turbo Diesel 6-speed Automatic,"$42,540",2500,van
401626243,6.6L V8 Turbo Diesel 6-speed Automatic,"$44,400",2500,van
401626236,6.6L V8 Turbo Diesel 6-speed Automatic,"$45,860",3500,van
401626237,6.6L V8 Turbo Diesel 6-speed Automatic,"$46,745",3500,van
200738445,2.0L 4-cyl. 6-speed Manual,"$16,995",SE,sedan
401646802,2.0L 4-cyl. 6-speed Manual,"$17,995",SXT Sport,sedan
401646803,2.0L 4-cyl. 6-speed Manual,"$18,995",SXT Sport Rallye,sedan
200738448,2.4L 4-cyl. 6-speed Manual,"$19,395",SXT,sedan
401646805,1.4L 4-cyl. Turbo 6-speed Manual,"$19,495",Turbo,sedan
401646804,2.0L 4-cyl. 6-speed Manual,"$19,595",SXT Sport Blacktop,sedan
401646806,2.4L 4-cyl. 6-speed Manual,"$20,995",GT Sport,sedan
200738446,1.4L 4-cyl. Turbo 6-speed Manual,"$21,095",Aero,sedan
401646807,2.4L 4-cyl. 6-speed Manual,"$21,595",GT Sport Blacktop,sedan
200738449,2.4L 4-cyl. 6-speed Manual,"$22,095",GT,sedan
200738447,2.4L 4-cyl. 6-speed Automatic,"$24,395",Limited,sedan
200741344,2.4L 4-cyl. 4-speed Automatic,"$20,995",SE,suv
200741373,2.4L 4-cyl. 4-speed Automatic,"$24,895",SXT,suv
200741352,2.4L 4-cyl. 4-speed Automatic,"$26,295",Crossroad,suv
200741348,3.6L V6 AWD 6-speed Automatic,"$26,595",SE,suv
200741353,2.4L 4-cyl. 4-speed Automatic,"$27,395",Crossroad Plus,suv
200741374,3.6L V6 AWD 6-speed Automatic,"$28,395",SXT,suv
200741354,3.6L V6 AWD 6-speed Automatic,"$29,795",Crossroad,suv
200743585,3.6L V6 AWD 6-speed Automatic,"$30,895",Crossroad Plus,suv
200741375,3.6L V6 FFV 6-speed Automatic,"$31,795",R/T,suv
200741376,3.6L V6 AWD 6-speed Automatic,"$33,695",R/T,suv
401705250,4.8L V8 FFV 6-speed Automatic,"$30,745",2500,van
401705251,4.8L V8 FFV 6-speed Automatic,"$32,605",2500,van
401705252,4.8L V8 FFV 6-speed Automatic,"$34,065",3500,van
401705253,4.8L V8 FFV 6-speed Automatic,"$34,950",3500,van
401654883,2.4L 4-cyl. 4-speed Automatic,"$21,195",SE,suv
401654890,2.4L 4-cyl. 4-speed Automatic,"$25,495",SXT,suv
401654885,3.6L V6 AWD 6-speed Automatic,"$26,795",SE,suv
401654886,2.4L 4-cyl. 4-speed Automatic,"$26,995",Crossroad,suv
401654888,2.4L 4-cyl. 4-speed Automatic,"$27,745",Crossroad Plus,suv
401654892,3.6L V6 AWD 6-speed Automatic,"$28,995",SXT,suv
401654889,3.6L V6 AWD 6-speed Automatic,"$30,495",Crossroad,suv
401654884,3.6L V6 AWD 6-speed Automatic,"$31,245",Crossroad Plus,suv
401654891,3.6L V6 FFV 6-speed Automatic,"$31,995",GT,suv
401654887,3.6L V6 AWD 6-speed Automatic,"$33,895",GT,suv
200782176,3.6L V6 8-speed Automatic,"$26,995",SXT,coupe
200782179,3.6L V6 8-speed Automatic,"$29,995",SXT Plus,coupe
200782180,5.7L V8 6-speed Manual,"$31,995",R/T,coupe
200782184,5.7L V8 6-speed Manual,"$34,995",R/T Plus,coupe
200782183,5.7L V8 6-speed Manual,"$35,995",R/T Shaker,coupe
200782265,6.4L V8 6-speed Manual,"$37,995",R/T Scat Pack,coupe
200782262,5.7L V8 6-speed Manual,"$38,995",R/T Plus Shaker,coupe
200782269,6.4L V8 6-speed Manual,"$42,795",392 Hemi Scat Pack Shaker,coupe
200782270,6.4L V8 6-speed Manual,"$49,195",SRT 392,coupe
200782569,6.2L V8 Supercharger 8-speed Automatic,"$65,945",SRT Hellcat,coupe
401626242,6.6L V8 Turbo Diesel 6-speed Automatic,"$42,540",2500,diesel
401626243,6.6L V8 Turbo Diesel 6-speed Automatic,"$44,400",2500,diesel
401626236,6.6L V8 Turbo Diesel 6-speed Automatic,"$45,860",3500,diesel
401626237,6.6L V8 Turbo Diesel 6-speed Automatic,"$46,745",3500,diesel
401589686,4.3L V6 FFV 6-speed Automatic 6.6 ft. Bed,"$31,390",Base,double-cab
401589692,4.3L V6 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$35,370",Base,double-cab
401589689,4.3L V6 FFV 6-speed Automatic 6.6 ft. Bed,"$37,070",SLE,double-cab
401589691,4.3L V6 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$40,915",SLE,double-cab
401589685,5.3L V8 6-speed Automatic 6.6 ft. Bed,"$41,660",SLT,double-cab
401589688,5.3L V8 4x4 6-speed Automatic 6.6 ft. Bed,"$44,910",SLT,double-cab
401676398,4.3L V6 FFV 6-speed Automatic 6.6 ft. Bed,"$32,230",Base,double-cab
401676404,4.3L V6 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$36,210",Base,double-cab
401676405,4.3L V6 FFV 6-speed Automatic 6.6 ft. Bed,"$37,560",SLE,double-cab
401676407,4.3L V6 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$41,405",SLE,double-cab
401676395,5.3L V8 6-speed Automatic 6.6 ft. Bed,"$42,080",SLT,double-cab
401676406,5.3L V8 4x4 6-speed Automatic 6.6 ft. Bed,"$45,330",SLT,double-cab
401678574,2.0L 4-cyl. 6-speed Manual,"$31,555",Club,convertible
401678575,2.0L 4-cyl. 6-speed Automatic,"$32,285",Club,convertible
401678576,2.0L 4-cyl. 6-speed Manual,"$32,620",Grand Touring,convertible
401678578,2.0L 4-cyl. 6-speed Manual,"$33,720",Launch Edition,convertible
401678577,2.0L 4-cyl. 6-speed Automatic,"$33,825",Grand Touring,convertible
401678579,2.0L 4-cyl. 6-speed Automatic,"$34,925",Launch Edition,convertible
401716501,1.6L 4-cyl. Turbo Diesel 6-speed Automatic,"$31,590",SLE,diesel
401716495,1.6L 4-cyl. Turbo Diesel AWD 6-speed Automatic,"$33,340",SLE,diesel
401716499,1.6L 4-cyl. Turbo Diesel 6-speed Automatic,"$34,165",SLT,diesel
401716498,1.6L 4-cyl. Turbo Diesel AWD 6-speed Automatic,"$35,915",SLT,diesel
200724973,2.5L 4-cyl. 6-speed Manual,"$21,495",i Sport,sedan
200724976,2.5L 4-cyl. 6-speed Automatic,"$22,995",i Sport,sedan
200724974,2.5L 4-cyl. 6-speed Manual,"$23,945",i Touring,sedan
200724975,2.5L 4-cyl. 6-speed Automatic,"$24,995",i Touring,sedan
200724977,2.5L 4-cyl. 6-speed Automatic,"$30,195",i Grand Touring,sedan
401625994,4.8L V8 FFV 6-speed Automatic,"$32,990",LS 2500,van
401625998,4.8L V8 FFV 6-speed Automatic,"$34,815",LT 2500,van
401626001,4.8L V8 FFV 6-speed Automatic,"$35,285",LS 3500,van
401625996,4.8L V8 FFV 6-speed Automatic,"$36,715",LT 3500,van
401626003,4.8L V8 FFV 6-speed Automatic,"$37,155",LS 3500,van
401626002,4.8L V8 FFV 6-speed Automatic,"$37,500",LT 3500,van
401626000,6.6L V8 Turbo Diesel 6-speed Automatic,"$48,225",LS 3500,van
401625995,6.6L V8 Turbo Diesel 6-speed Automatic,"$49,655",LT 3500,van
401625997,6.6L V8 Turbo Diesel 6-speed Automatic,"$50,095",LS 3500,van
401625999,6.6L V8 Turbo Diesel 6-speed Automatic,"$50,440",LT 3500,van
401705802,4.8L V8 FFV 6-speed Automatic,"$33,140",LS 2500,van
401705800,4.8L V8 FFV 6-speed Automatic,"$34,965",LT 2500,van
401705805,4.8L V8 FFV 6-speed Automatic,"$35,435",LS 3500,van
401705801,4.8L V8 FFV 6-speed Automatic,"$36,865",LT 3500,van
401705803,4.8L V8 FFV 6-speed Automatic,"$37,305",LS 3500,van
401705804,4.8L V8 FFV 6-speed Automatic,"$37,650",LT 3500,van
200779876,5.3L V8 FFV 6-speed Automatic,"$51,015",SLE,suv
200779872,5.3L V8 FFV 4x4 6-speed Automatic,"$54,015",SLE,suv
200779873,5.3L V8 FFV 6-speed Automatic,"$59,700",SLT,suv
200779874,5.3L V8 FFV 4x4 6-speed Automatic,"$62,700",SLT,suv
200779875,6.2L V8 8-speed Automatic,"$68,025",Denali,suv
200779871,6.2L V8 4x4 8-speed Automatic,"$71,025",Denali,suv
401678847,2.0L 4-cyl. Turbo 7-speed Automatic,"$33,950",2.0t,sedan
401678856,2.0L 4-cyl. Turbo AWD 7-speed Automatic,"$35,950",2.0t,sedan
401678851,2.0L 4-cyl. Turbo 7-speed Automatic,"$38,400",2.0t Premium,sedan
401703021,3.0L V6 Twin-turbo 7-speed Automatic,"$38,700",3.0t Signature Edition,sedan
401678845,2.0L 4-cyl. Turbo AWD 7-speed Automatic,"$40,400",2.0t Premium,sedan
401678853,3.0L V6 Twin-turbo 7-speed Automatic,"$40,650",3.0t Premium,sedan
401703020,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$40,700",3.0t Signature Edition,sedan
401678858,2.0L 4-cyl. Turbo 7-speed Automatic,"$42,300",2.0t Sport,sedan
401678855,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$42,650",3.0t Premium,sedan
401678857,2.0L 4-cyl. Turbo AWD 7-speed Automatic,"$44,300",2.0t Sport,sedan
401678852,3.0L V6 Twin-turbo 7-speed Automatic,"$44,650",Sport,sedan
401678854,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$46,650",Sport,sedan
401678846,3.5L V6 Hybrid 7-speed Automatic,"$47,800",Hybrid Premium,sedan
401678850,3.0L V6 Twin-turbo 7-speed Automatic,"$48,700",Red Sport 400,sedan
401678848,3.5L V6 Hybrid AWD 7-speed Automatic,"$49,800",Hybrid Premium,sedan
401678849,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$50,700",Red Sport 400,sedan
401630507,3.5L V6 CVT Automatic,"$42,600",Base,suv
401630506,3.5L V6 AWD CVT Automatic,"$44,400",Base,suv
401630504,2.5L 4-cyl. Supercharger Hybrid CVT Automatic,"$52,050",Hybrid,suv
401630505,2.5L 4-cyl. Supercharger Hybrid AWD CVT Automatic,"$53,450",Hybrid,suv
401640703,3.0L V6 Twin-turbo 7-speed Automatic,"$47,950",Red Sport 400,red-sport-400
401640702,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$49,950",Red Sport 400,red-sport-400
401690295,3.5L V6 CVT Automatic,"$43,100",Base,suv
401690294,3.5L V6 AWD CVT Automatic,"$44,900",Base,suv
401699035,2.5L 4-cyl. Supercharger Hybrid CVT Automatic,"$52,100",Hybrid,suv
401699036,2.5L 4-cyl. Supercharger Hybrid AWD CVT Automatic,"$53,500",Hybrid,suv
401613046,3.7L V6 7-speed Automatic,"$49,850",Base,sedan
401613047,3.7L V6 7-speed Automatic,"$51,350",L,sedan
401613044,3.7L V6 AWD 7-speed Automatic,"$52,000",Base,sedan
401613048,3.7L V6 AWD 7-speed Automatic,"$53,500",L,sedan
401613050,3.5L V6 Hybrid 7-speed Automatic,"$55,900",Hybrid,sedan
401613045,5.6L V8 7-speed Automatic,"$62,850",Base,sedan
401613042,5.6L V8 7-speed Automatic,"$64,550",L,sedan
401613049,5.6L V8 AWD 7-speed Automatic,"$65,350",Base,sedan
401613043,5.6L V8 AWD 7-speed Automatic,"$67,050",L,sedan
401695712,3.7L V6 7-speed Automatic,"$50,100",Base,sedan
401695713,3.7L V6 7-speed Automatic,"$51,600",L,sedan
401695710,3.7L V6 AWD 7-speed Automatic,"$52,250",Base,sedan
401695705,3.7L V6 AWD 7-speed Automatic,"$53,750",L,sedan
401695707,3.5L V6 Hybrid 7-speed Automatic,"$56,200",Hybrid,sedan
401695711,5.6L V8 7-speed Automatic,"$63,150",Base,sedan
401695708,5.6L V8 7-speed Automatic,"$64,850",L,sedan
401695706,5.6L V8 AWD 7-speed Automatic,"$65,700",Base,sedan
401695709,5.6L V8 AWD 7-speed Automatic,"$67,400",L,sedan
401613050,3.5L V6 Hybrid 7-speed Automatic,"$55,900",Hybrid,hybrid
401695707,3.5L V6 Hybrid 7-speed Automatic,"$56,200",Hybrid,hybrid
401630287,2.0L 4-cyl. Turbo 7-speed Automatic,"$33,950",2.0t,sedan
401632426,2.0L 4-cyl. Turbo AWD 7-speed Automatic,"$35,950",2.0t,sedan
401632499,2.0L 4-cyl. Turbo 7-speed Automatic,"$37,650",2.0t Premium,sedan
401632500,2.0L 4-cyl. Turbo AWD 7-speed Automatic,"$39,650",2.0t Premium,sedan
401645863,3.0L V6 Twin-turbo 7-speed Automatic,"$39,900",3.0t Premium,sedan
401645861,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$41,900",3.0t Premium,sedan
401645862,3.0L V6 Twin-turbo 7-speed Automatic,"$43,900",Sport,sedan
401645860,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$45,900",Sport,sedan
401632501,3.5L V6 Hybrid 7-speed Automatic,"$47,050",Hybrid Premium,sedan
401640703,3.0L V6 Twin-turbo 7-speed Automatic,"$47,950",Red Sport 400,sedan
401632502,3.5L V6 Hybrid AWD 7-speed Automatic,"$49,050",Hybrid Premium,sedan
401640702,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$49,950",Red Sport 400,sedan
401582464,3.5L V6 FFV 6-speed Automatic 5.6 ft. Bed,"$33,055",XL,supercrew
401582465,2.7L V6 Twin-turbo 6-speed Automatic 6.6 ft. Bed,"$34,165",XL,supercrew
401582466,3.5L V6 FFV 4x4 6-speed Automatic 5.6 ft. Bed,"$36,565",XL,supercrew
401582470,3.5L V6 FFV 6-speed Automatic 5.6 ft. Bed,"$37,140",XLT,supercrew
401582471,2.7L V6 Twin-turbo 6-speed Automatic 6.6 ft. Bed,"$38,250",XLT,supercrew
401582467,5.0L V8 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$38,325",XL,supercrew
401582472,3.5L V6 FFV 4x4 6-speed Automatic 5.6 ft. Bed,"$40,635",XLT,supercrew
401582474,2.7L V6 Twin-turbo 6-speed Automatic 5.6 ft. Bed,"$42,425",Lariat,supercrew
401582473,5.0L V8 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$42,425",XLT,supercrew
401582475,2.7L V6 Twin-turbo 6-speed Automatic 6.6 ft. Bed,"$42,725",Lariat,supercrew
401582476,2.7L V6 Twin-turbo 4x4 6-speed Automatic 5.6 ft. Bed,"$45,845",Lariat,supercrew
401582479,5.0L V8 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$46,895",Lariat,supercrew
401582480,5.0L V8 FFV 6-speed Automatic 5.6 ft. Bed,"$50,050",King Ranch,supercrew
401582482,5.0L V8 FFV 6-speed Automatic 6.6 ft. Bed,"$50,350",King Ranch,supercrew
401582486,5.0L V8 FFV 6-speed Automatic 5.6 ft. Bed,"$52,515",Platinum,supercrew
401582487,5.0L V8 FFV 6-speed Automatic 6.6 ft. Bed,"$52,815",Platinum,supercrew
401582484,5.0L V8 FFV 4x4 6-speed Automatic 5.6 ft. Bed,"$53,475",King Ranch,supercrew
401582485,5.0L V8 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$53,775",King Ranch,supercrew
401582488,5.0L V8 FFV 4x4 6-speed Automatic 5.6 ft. Bed,"$55,940",Platinum,supercrew
401582489,5.0L V8 FFV 4x4 6-speed Automatic 6.6 ft. Bed,"$56,235",Platinum,supercrew
401582490,3.5L V6 Twin-turbo 6-speed Automatic 5.6 ft. Bed,"$58,885",Limited,supercrew
401582491,3.5L V6 Twin-turbo 4x4 6-speed Automatic 5.6 ft. Bed,"$62,310",Limited,supercrew
200740248,2.0L 4-cyl. FFV 5-speed Manual,"$19,015",SE,hatchback
200740246,2.0L 4-cyl. FFV 6-speed Automated Manual,"$23,725",Titanium,hatchback
200740249,0-cyl. Electric 1-speed Direct Drive,"$29,170",Electric,hatchback
401670493,2.0L 4-cyl. FFV 6-speed Automated Manual,"$19,765",SE,hatchback
401670499,2.0L 4-cyl. FFV 6-speed Automated Manual,"$21,675",SEL,hatchback
401670495,2.0L 4-cyl. FFV 6-speed Automated Manual,"$24,075",Titanium,hatchback
401670494,0-cyl. Electric 1-speed Direct Drive,"$29,120",Electric,hatchback
401694336,5.6L V8 7-speed Automatic,"$63,850",Base,suv
401694334,5.6L V8 4x4 7-speed Automatic,"$66,950",Base,suv
401713745,5.6L V8 7-speed Automatic,"$67,335",Signature,suv
401713744,5.6L V8 4x4 7-speed Automatic,"$70,435",Signature,suv
401694335,5.6L V8 4x4 7-speed Automatic,"$89,450",Limited,suv
401574228,3.7L V6 7-speed Automatic,"$34,450",Base,suv
401574227,3.7L V6 AWD 7-speed Automatic,"$35,850",Base,suv
401671431,3.7L V6 7-speed Automatic,"$34,650",Base,suv
401671432,3.7L V6 AWD 7-speed Automatic,"$36,450",Base,suv
401670575,2.0L 4-cyl. Turbo 7-speed Automatic,"$38,950",2.0t,coupe
200724869,2.0L 4-cyl. Turbo AWD 7-speed Automatic,"$40,950",2.0t,coupe
401670577,2.0L 4-cyl. Turbo 7-speed Automatic,"$41,300",2.0t Premium,coupe
401670578,2.0L 4-cyl. Turbo AWD 7-speed Automatic,"$43,300",2.0t Premium,coupe
401670576,3.0L V6 Twin-turbo 7-speed Automatic,"$44,300",3.0t Premium,coupe
401670573,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$46,300",3.0t Premium,coupe
401694983,3.0L V6 Twin-turbo 7-speed Automatic,"$48,300",3.0t Sport,coupe
401694982,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$50,300",3.0t Sport,coupe
401670574,3.0L V6 Twin-turbo 7-speed Automatic,"$51,300",Red Sport 400,coupe
401670579,3.0L V6 Twin-turbo AWD 7-speed Automatic,"$53,300",Red Sport 400,coupe
200736132,5.2L V8 6-speed Manual,"$47,795",Base,coupe
200737642,5.2L V8 6-speed Manual,"$61,295",R,coupe
401640303,3.7L V6 6-speed Manual,"$25,185",V6,coupe
401640305,2.3L 4-cyl. Turbo 6-speed Manual,"$26,195",EcoBoost,coupe
401640306,2.3L 4-cyl. Turbo 6-speed Manual,"$30,195",EcoBoost Premium,coupe
401640308,5.0L V8 6-speed Manual,"$33,195",GT,coupe
401640309,5.0L V8 6-speed Manual,"$37,195",GT Premium,coupe
401610861,5.6L V8 7-speed Automatic,"$63,250",Base,suv
401610863,5.6L V8 4x4 7-speed Automatic,"$66,350",Base,suv
401610862,5.6L V8 4x4 7-speed Automatic,"$88,850",Limited,suv
200734931,3.5L V6 Twin-turbo 6-speed Automatic,"$45,435",XLT,suv
200734925,3.5L V6 Twin-turbo 6-speed Automatic,"$48,145",EL XLT,suv
200734916,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$48,360",XLT,suv
200734926,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$51,070",EL XLT,suv
200734918,3.5L V6 Twin-turbo 6-speed Automatic,"$55,145",Limited,suv
200734914,3.5L V6 Twin-turbo 6-speed Automatic,"$57,795",EL Limited,suv
200734932,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$58,185",Limited,suv
200734917,3.5L V6 Twin-turbo 6-speed Automatic,"$59,375",King Ranch,suv
200734915,3.5L V6 Twin-turbo 6-speed Automatic,"$60,335",Platinum,suv
200734923,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$60,835",EL Limited,suv
200734929,3.5L V6 Twin-turbo 6-speed Automatic,"$62,025",EL King Ranch,suv
200734927,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$62,295",King Ranch,suv
200734920,3.5L V6 Twin-turbo 6-speed Automatic,"$62,985",EL Platinum,suv
200734930,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$63,375",Platinum,suv
200734933,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$64,945",EL King Ranch,suv
200734921,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$66,025",EL Platinum,suv
401639356,3.5L V6 Twin-turbo 6-speed Automatic,"$47,125",XLT,suv
401639341,3.5L V6 Twin-turbo 6-speed Automatic,"$49,835",EL XLT,suv
401639350,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$50,050",XLT,suv
401639340,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$52,760",EL XLT,suv
401639348,3.5L V6 Twin-turbo 6-speed Automatic,"$56,045",Limited,suv
401639352,3.5L V6 Twin-turbo 6-speed Automatic,"$58,695",EL Limited,suv
401639353,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$59,085",Limited,suv
401639349,3.5L V6 Twin-turbo 6-speed Automatic,"$60,615",King Ranch,suv
401639343,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$61,735",EL Limited,suv
401639358,3.5L V6 Twin-turbo 6-speed Automatic,"$63,265",EL King Ranch,suv
401639339,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$63,535",King Ranch,suv
401639351,3.5L V6 Twin-turbo 6-speed Automatic,"$64,205",Platinum,suv
401639354,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$66,185",EL King Ranch,suv
401639346,3.5L V6 Twin-turbo 6-speed Automatic,"$66,860",EL Platinum,suv
401639355,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$67,250",Platinum,suv
401639345,3.5L V6 Twin-turbo 4x4 6-speed Automatic,"$69,895",EL Platinum,suv
200733231,1.6L 4-cyl. 5-speed Manual,"$14,580",S,sedan
200733234,1.6L 4-cyl. 5-speed Manual,"$15,810",SE,sedan
200733232,1.6L 4-cyl. 5-speed Manual,"$18,530",Titanium,sedan
401677710,1.6L 4-cyl. 5-speed Manual,"$13,660",S,sedan
401677708,1.6L 4-cyl. 5-speed Manual,"$14,890",SE,sedan
401677706,1.6L 4-cyl. 6-speed Automated Manual,"$18,650",Titanium,sedan
200730152,6.2L V8 FFV 6-speed Automatic 8.2 ft. Bed,"$32,385",XL,regular-cab
200730154,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$35,180",XL,regular-cab
200730144,6.2L V8 FFV 6-speed Automatic 8.2 ft. Bed,"$36,375",XLT,regular-cab
200730143,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$39,175",XLT,regular-cab
200729836,6.2L V8 FFV 6-speed Automatic 8.2 ft. Bed,"$32,535",XL,regular-cab
401641304,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$35,330",XL,regular-cab
401641310,6.2L V8 FFV 6-speed Automatic 8.2 ft. Bed,"$36,740",XLT,regular-cab
401641314,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$39,540",XLT,regular-cab
200742270,2.0L 4-cyl. Hybrid CVT Automatic,"$24,170",SE,wagon
200742271,2.0L 4-cyl. Hybrid CVT Automatic,"$27,170",SEL,wagon
401719370,3.5L V6 Twin-turbo 10-speed Automatic,"$51,695",XLT,suv
401719372,3.5L V6 Twin-turbo 10-speed Automatic,"$54,385",MAX XLT,suv
401719371,3.5L V6 Twin-turbo 4x4 10-speed Automatic,"$54,705",XLT,suv
401719373,3.5L V6 Twin-turbo 4x4 10-speed Automatic,"$57,390",MAX XLT,suv
401719374,3.5L V6 Twin-turbo 10-speed Automatic,"$62,585",Limited,suv
401719375,3.5L V6 Twin-turbo 10-speed Automatic,"$65,270",MAX Limited,suv
401719381,3.5L V6 Twin-turbo 4x4 10-speed Automatic,"$65,705",Limited,suv
401719376,3.5L V6 Twin-turbo 4x4 10-speed Automatic,"$68,400",MAX Limited,suv
401719377,3.5L V6 Twin-turbo 10-speed Automatic,"$72,710",Platinum,suv
401719379,3.5L V6 Twin-turbo 10-speed Automatic,"$75,400",MAX Platinum,suv
401719378,3.5L V6 Twin-turbo 4x4 10-speed Automatic,"$75,855",Platinum,suv
401719380,3.5L V6 Twin-turbo 4x4 10-speed Automatic,"$78,545",MAX Platinum,suv
401641309,6.2L V8 FFV 6-speed Automatic 6.8 ft. Bed,"$36,130",XL,crew-cab
401641313,6.2L V8 FFV 6-speed Automatic 8.2 ft. Bed,"$36,330",XL,crew-cab
401641292,6.2L V8 FFV 4x4 6-speed Automatic 6.8 ft. Bed,"$38,930",XL,crew-cab
401641291,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$39,135",XL,crew-cab
401641312,6.2L V8 FFV 6-speed Automatic 6.8 ft. Bed,"$41,235",XLT,crew-cab
401641299,6.2L V8 FFV 6-speed Automatic 8.2 ft. Bed,"$41,430",XLT,crew-cab
401641296,6.2L V8 FFV 4x4 6-speed Automatic 6.8 ft. Bed,"$44,030",XLT,crew-cab
401641295,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$44,230",XLT,crew-cab
401641321,6.2L V8 FFV 6-speed Automatic 6.8 ft. Bed,"$47,635",Lariat,crew-cab
401641303,6.2L V8 FFV 6-speed Automatic 8.2 ft. Bed,"$47,835",Lariat,crew-cab
401641294,6.2L V8 FFV 4x4 6-speed Automatic 6.8 ft. Bed,"$50,820",Lariat,crew-cab
401641300,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$51,025",Lariat,crew-cab
401641319,6.2L V8 FFV 6-speed Automatic 6.8 ft. Bed,"$54,460",King Ranch,crew-cab
401641298,6.2L V8 FFV 6-speed Automatic 8.2 ft. Bed,"$54,660",King Ranch,crew-cab
401641289,6.2L V8 FFV 4x4 6-speed Automatic 6.8 ft. Bed,"$57,655",King Ranch,crew-cab
401641293,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$57,855",King Ranch,crew-cab
401641316,6.2L V8 FFV 4x4 6-speed Automatic 6.8 ft. Bed,"$62,310",Platinum,crew-cab
401641301,6.2L V8 FFV 4x4 6-speed Automatic 8.2 ft. Bed,"$62,510",Platinum,crew-cab
200730704,6.7L V8 Turbo Diesel 4x4 6-speed Automatic 8.2 ft. Bed,"$53,060",XL,crew-cab
200730705,6.7L V8 Turbo Diesel 4x4 6-speed Automatic 8.2 ft. Bed,"$57,620",XLT,crew-cab
200730706,6.7L V8 Turbo Diesel 4x4 6-speed Automatic 8.2 ft. Bed,"$64,660",Lariat,crew-cab
